ID_CPA,CD_CPA,DS_CPA,LIVELLO,TI_BENE_SERVIZIO,FL_UTILIZZABILE,UTCR,UTUV,PG_VER_REC
81769,"282922","Estintori, pistole a spruzzo, macchine ed apparecchi a getto di sabbia o di vapore e simili apparecchi meccanici, esclusi gli apparecchi per l'?agricoltura",6,"B","N","SYSTEM","SYSTEM","1"
81770,"282923","Guarnizioni metalloplastiche; giunti di tenuta stagna meccanici",6,"B","N","SYSTEM","SYSTEM","1"
81771,"282931","Bilance, per uso industriale; basculle per la pesatura continua su trasportatori; basculle a pesata costante e basculle dosatrici",6,"B","N","SYSTEM","SYSTEM","1"
81772,"282932","Pesapersone e bilance per uso casalingo",6,"B","N","SYSTEM","SYSTEM","1"
81773,"282939","Altri apparecchi e strumenti per pesare e misurare",6,"B","N","SYSTEM","SYSTEM","1"
81774,"282941","Centrifughe n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81775,"282942","Calandre e laminatoi (esclusi quelli per i metalli o per il vetro)",6,"B","N","SYSTEM","SYSTEM","1"
81776,"282943","Distributori automatici",6,"B","N","SYSTEM","SYSTEM","1"
81777,"282950","Lavastoviglie, di tipo industriale",6,"B","N","SYSTEM","SYSTEM","1"
81778,"282960","Apparecchi e dispositivi n.c.a. per il trattamento di materie con operazioni che implicano un cambiamento di temperatura",6,"B","N","SYSTEM","SYSTEM","1"
81779,"282970","Macchine ed apparecchi non elettrici per la saldatura o la brasatura e loro parti; macchine ed apparecchi a gas per la tempera superficiale",6,"B","N","SYSTEM","SYSTEM","1"
81780,"282981","Parti di generatori di gas d'?faria o di gas d'?facqua",6,"B","N","SYSTEM","SYSTEM","1"
81781,"282982","Parti di centrifughe; parti di apparecchi per filtrare o depurare liquidi o gas",6,"B","N","SYSTEM","SYSTEM","1"
81782,"282983","Parti di calandre e laminatoi; parti di macchine per spruzzare, pesi per apparecchi o strumenti per pesare",6,"B","N","SYSTEM","SYSTEM","1"
81783,"282984","Parti di macchine, non aventi raccordi elettrici, n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81784,"282985","Parti di lavastoviglie e di macchine per pulire, riempire, imballare o confezionare",6,"B","N","SYSTEM","SYSTEM","1"
81785,"282986","Parti di macchine e di apparecchi non elettrici per la saldatura o la brasatura; macchine ed apparecchi a gas per la tempera superficiale",6,"B","N","SYSTEM","SYSTEM","1"
81786,"282999","Attivita in subfornitura nell'?ambito della produzione di altre macchine di impiego generale n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
81787,"283010","Motocoltivatori",6,"B","N","SYSTEM","SYSTEM","1"
81788,"283021","Trattori con motore di potenza inferiore o uguale a 37 kW",6,"B","N","SYSTEM","SYSTEM","1"
81789,"283022","Trattori con motore di potenza superiore a 37 kW ma inferiore o uguale a 59 kW",6,"B","N","SYSTEM","SYSTEM","1"
81790,"283023","Trattori con motore di potenza superiore a 59 kW",6,"B","N","SYSTEM","SYSTEM","1"
81791,"283031","Aratri",6,"B","N","SYSTEM","SYSTEM","1"
81792,"283032","Erpici, scarificatori, coltivatori, estirpatori, sarchiatrici e zappatrici",6,"B","N","SYSTEM","SYSTEM","1"
81793,"283033","Seminatrici, piantatrici e trapiantatrici",6,"B","N","SYSTEM","SYSTEM","1"
81794,"283034","Spanditori di letame e distributori di concimi",6,"B","N","SYSTEM","SYSTEM","1"
81795,"283039","Altre macchine per la lavorazione del suolo",6,"B","N","SYSTEM","SYSTEM","1"
81796,"283040","Tosaerba per prati, parchi o campi sportivi",6,"B","N","SYSTEM","SYSTEM","1"
81797,"283051","Falciatrici n.c.a. (comprese le barre da taglio da montare sul trattore)",6,"B","N","SYSTEM","SYSTEM","1"
81798,"283052","Macchine ed apparecchi da fienagione",6,"B","N","SYSTEM","SYSTEM","1"
81799,"283053","Pressapaglia o pressaforaggi (comprese le presse raccoglitrici)",6,"B","N","SYSTEM","SYSTEM","1"
81800,"283054","Macchine per la raccolta di radici o tuberi",6,"B","N","SYSTEM","SYSTEM","1"
81801,"283059","Macchine, apparecchi e congegni n.c.a. per la raccolta o la trebbiatura dei prodotti agricoli",6,"B","N","SYSTEM","SYSTEM","1"
81802,"283060","Macchine, apparecchi e congegni per spruzzare, cospargere o polverizzare materie liquide o in polvere, per l'?agricoltura o l'?forticoltura",6,"B","N","SYSTEM","SYSTEM","1"
81803,"283070","Rimorchi e semirimorchi autocaricanti o autoscaricanti, per usi agricoli",6,"B","N","SYSTEM","SYSTEM","1"
81804,"283081","Macchine per pulire o selezionare uova, frutta o altri prodotti agricoli, esclusi cereali e legumi secchi",6,"B","N","SYSTEM","SYSTEM","1"
81805,"283082","Mungitrici",6,"B","N","SYSTEM","SYSTEM","1"
81806,"283083","Macchine ed apparecchi per la preparazione degli alimenti o dei mangimi per gli animali",6,"B","N","SYSTEM","SYSTEM","1"
81807,"283084","Incubatrici ed allevatrici",6,"B","N","SYSTEM","SYSTEM","1"
81808,"283085","Macchine ed apparecchi per l'?favicoltura",6,"B","N","SYSTEM","SYSTEM","1"
81809,"283086","Macchine ed apparecchi per l'?agricoltura, l'?forticoltura, la silvicoltura, l'?favicoltura o l'?fapicoltura, n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81810,"283091","Parti di mietitrici e trebbiatrici n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
82466,"470023","Servizi di vendita al dettaglio di preparati omogeneizzati e di alimenti dietetici",6,"S","N","SYSTEM","SYSTEM","1"
82467,"470024","Servizi di vendita al dettaglio di altri prodotti alimentari n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82468,"470025","Servizi di vendita al dettaglio di bevande alcoliche",6,"S","N","SYSTEM","SYSTEM","1"
82469,"470026","Servizi di vendita al dettaglio di altre bevande",6,"S","N","SYSTEM","SYSTEM","1"
82470,"470027","Servizi di vendita al dettaglio di prodotti del tabacco",6,"S","N","SYSTEM","SYSTEM","1"
82471,"470031","Servizi di vendita al dettaglio di elaboratori elettronici, unita periferiche e software",6,"S","N","SYSTEM","SYSTEM","1"
82472,"470032","Servizi di vendita al dettaglio di attrezzature di telecomunicazione",6,"S","N","SYSTEM","SYSTEM","1"
82473,"470033","Servizi di vendita al dettaglio di apparecchi audiovisivi",6,"S","N","SYSTEM","SYSTEM","1"
82474,"470041","Servizi di vendita al dettaglio di ferramenta",6,"S","N","SYSTEM","SYSTEM","1"
82475,"470042","Servizi di vendita al dettaglio di vernici, colori e lacche",6,"S","N","SYSTEM","SYSTEM","1"
82476,"470043","Servizi di vendita al dettaglio di vetro piano",6,"S","N","SYSTEM","SYSTEM","1"
82477,"470044","Servizi di vendita al dettaglio di attrezzature per prati e giardini",6,"S","N","SYSTEM","SYSTEM","1"
82478,"470045","Servizi di vendita al dettaglio di apparecchi e accessori per impianti idraulici e di riscaldamento",6,"S","N","SYSTEM","SYSTEM","1"
82479,"470046","Servizi di vendita al dettaglio di articoli igienico-sanitari",6,"S","N","SYSTEM","SYSTEM","1"
82480,"470047","Servizi di vendita al dettaglio di utensili a mano",6,"S","N","SYSTEM","SYSTEM","1"
82481,"470049","Servizi di vendita al dettaglio di materiali da costruzione n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82482,"470051","Servizi di vendita al dettaglio di tessili",6,"S","N","SYSTEM","SYSTEM","1"
82483,"470052","Servizi di vendita al dettaglio di tende e tendine",6,"S","N","SYSTEM","SYSTEM","1"
82484,"470053","Servizi di vendita al dettaglio di carte da parati, rivestimenti per pavimenti e tappeti",6,"S","N","SYSTEM","SYSTEM","1"
82485,"470054","Servizi di vendita al dettaglio di elettrodomestici",6,"S","N","SYSTEM","SYSTEM","1"
82486,"470055","Servizi di vendita al dettaglio di mobili",6,"S","N","SYSTEM","SYSTEM","1"
82487,"470056","Servizi di vendita al dettaglio di articoli per l'?illuminazione",6,"S","N","SYSTEM","SYSTEM","1"
82488,"470057","Servizi di vendita al dettaglio di articoli in legno, sughero e vimini",6,"S","N","SYSTEM","SYSTEM","1"
82489,"470058","Servizi di vendita al dettaglio di strumenti e spartiti musicali",6,"S","N","SYSTEM","SYSTEM","1"
82490,"470059","Servizi di vendita al dettaglio di stoviglie, cristalleria da tavola, porcellane e vasellame, posate e articoli e apparecchi per la casa, non elettrici, n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82491,"470061","Servizi di vendita al dettaglio di libri",6,"S","N","SYSTEM","SYSTEM","1"
82492,"470062","Servizi di vendita al dettaglio di giornali e riviste",6,"S","N","SYSTEM","SYSTEM","1"
82493,"470063","Servizi di vendita al dettaglio di prodotti cartotecnici",6,"S","N","SYSTEM","SYSTEM","1"
82494,"470064","Servizi di vendita al dettaglio di apparecchi per la registrazione del suono e delle immagini",6,"S","N","SYSTEM","SYSTEM","1"
82495,"470065","Servizi di vendita al dettaglio di attrezzature sportive",6,"S","N","SYSTEM","SYSTEM","1"
82496,"470066","Servizi di vendita al dettaglio di attrezzature per campeggio",6,"S","N","SYSTEM","SYSTEM","1"
82497,"470067","Servizi di vendita al dettaglio di giochi e giocattoli",6,"S","N","SYSTEM","SYSTEM","1"
82498,"470068","Servizi di vendita al dettaglio di francobolli e monete",6,"S","N","SYSTEM","SYSTEM","1"
82499,"470069","Servizi di vendita al dettaglio di souvenir e opere d'?farte",6,"S","N","SYSTEM","SYSTEM","1"
82500,"470071","Servizi di vendita al dettaglio di articoli di abbigliamento",6,"S","N","SYSTEM","SYSTEM","1"
82501,"470072","Servizi di vendita al dettaglio di calzature",6,"S","N","SYSTEM","SYSTEM","1"
82502,"470073","Servizi di vendita al dettaglio di articoli in cuoio e accessori da viaggio",6,"S","N","SYSTEM","SYSTEM","1"
82503,"470074","Servizi di vendita al dettaglio di prodotti farmaceutici",6,"S","N","SYSTEM","SYSTEM","1"
82504,"470075","Servizi di vendita al dettaglio di articoli medicali e ortopedici",6,"S","N","SYSTEM","SYSTEM","1"
82505,"470076","Servizi di vendita al dettaglio di cosmetici e di articoli di profumeria",6,"S","N","SYSTEM","SYSTEM","1"
82506,"470077","Servizi di vendita al dettaglio di fiori, piante e semi",6,"S","N","SYSTEM","SYSTEM","1"
82507,"470078","Servizi di vendita al dettaglio di fertilizzanti e di prodotti chimici per l'?agricoltura",6,"S","N","SYSTEM","SYSTEM","1"
82508,"470079","Servizi di vendita al dettaglio di animali domestici e alimenti per animali domestici",6,"S","N","SYSTEM","SYSTEM","1"
82509,"470081","Servizi di vendita al dettaglio di carburante per autotrazione",6,"S","N","SYSTEM","SYSTEM","1"
82510,"470082","Servizi di vendita al dettaglio di orologi e di articoli di gioielleria",6,"S","N","SYSTEM","SYSTEM","1"
82511,"470083","Servizi di vendita al dettaglio di attrezzature fotografiche, ottiche e di precisione, servizi di ottici",6,"S","N","SYSTEM","SYSTEM","1"
83186,"869014","Servizi delle ambulanze",6,"S","N","SYSTEM","SYSTEM","1"
83187,"869015","Servizi di laboratori medici",6,"S","N","SYSTEM","SYSTEM","1"
83188,"869016","Servizi delle banche del sangue, di sperma e di organi per il trapianto",6,"S","N","SYSTEM","SYSTEM","1"
83189,"869017","Produzione di immagini diagnostiche senza lettura",6,"S","N","SYSTEM","SYSTEM","1"
83190,"869018","Servizi di salute mentale",6,"S","N","SYSTEM","SYSTEM","1"
83191,"869019","Altri servizi sanitari n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
83192,"871010","Servizi di assistenza infermieristica residenziale",6,"S","N","SYSTEM","SYSTEM","1"
83193,"872011","Servizi di assistenza residenziale a minori affetti da malattie mentali, disturbi psichici e facenti uso di droghe",6,"S","N","SYSTEM","SYSTEM","1"
83194,"872012","Servizi di assistenza residenziale a persone adulte affette da malattie mentali, disturbi psichici e facenti uso di droghe",6,"S","N","SYSTEM","SYSTEM","1"
83195,"873011","Servizi di assistenza sociale forniti da istituti residenziali a persone anziane",6,"S","N","SYSTEM","SYSTEM","1"
83196,"873012","Servizi di assistenza sociale forniti da istituti residenziali a bambini e adolescenti disabili",6,"S","N","SYSTEM","SYSTEM","1"
83197,"873013","Servizi di assistenza sociale forniti da istituti residenziali ad adulti disabili",6,"S","N","SYSTEM","SYSTEM","1"
83198,"879011","Altri servizi di assistenza sociale residenziale per bambini e adolescenti",6,"S","N","SYSTEM","SYSTEM","1"
83199,"879012","Servizi di assistenza sociale residenziale per donne che hanno subito maltrattamenti",6,"S","N","SYSTEM","SYSTEM","1"
83200,"879013","Altri servizi di assistenza sociale residenziale per adulti",6,"S","N","SYSTEM","SYSTEM","1"
83201,"881011","Servizi di visita e assistenza agli anziani",6,"S","N","SYSTEM","SYSTEM","1"
83202,"881012","Servizi di assistenza diurna a persone anziane",6,"S","N","SYSTEM","SYSTEM","1"
83203,"881013","Servizi di riabilitazione professionale di persone con disabilita",6,"S","N","SYSTEM","SYSTEM","1"
83204,"881014","Servizi di visita e assistenza alle persone con disabilita",6,"S","N","SYSTEM","SYSTEM","1"
83205,"881015","Servizi di assistenza diurna ad adulti disabili",6,"S","N","SYSTEM","SYSTEM","1"
83206,"889111","Servizi di asilo nido, esclusi i servizi forniti da centri diurni per i disabili",6,"S","N","SYSTEM","SYSTEM","1"
83207,"889112","Servizi forniti da centri diurni per bambini e giovani disabili",6,"S","N","SYSTEM","SYSTEM","1"
83208,"889113","Servizi di custodia dei bambini (baby-sitting)",6,"S","N","SYSTEM","SYSTEM","1"
83209,"889911","Servizi di orientamento e consulenza n.c.a. in materia di infanzia",6,"S","N","SYSTEM","SYSTEM","1"
83210,"889912","Servizi di assistenza sociale non residenziale",6,"S","N","SYSTEM","SYSTEM","1"
83211,"889913","Servizi di riabilitazione professionale dei disoccupati",6,"S","N","SYSTEM","SYSTEM","1"
83212,"889919","Altri servizi di assistenza sociale non residenziale n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
83213,"900110","Servizi di artisti dello spettacolo",6,"S","N","SYSTEM","SYSTEM","1"
83214,"900211","Servizi di produzione e presentazione di spettacoli",6,"S","N","SYSTEM","SYSTEM","1"
83215,"900212","Servizi di promozione e organizzazione di spettacoli",6,"S","N","SYSTEM","SYSTEM","1"
83216,"900219","Altri servizi di supporto connessi alle arti dello spettacolo",6,"S","N","SYSTEM","SYSTEM","1"
83217,"900311","Servizi forniti da autori, compositori, scultori e altri artisti, esclusi gli artisti dello spettacolo",6,"S","N","SYSTEM","SYSTEM","1"
83218,"900312","Opere originali di autori, compositori e altri artisti, esclusi gli artisti dello spettacolo, pittori, grafici e scultori",6,"S","N","SYSTEM","SYSTEM","1"
83219,"900313","Opere originali di pittori, grafici e scultori",6,"S","N","SYSTEM","SYSTEM","1"
83220,"900410","Servizi di gestione di sale di spettacolo e servizi connessi",6,"S","N","SYSTEM","SYSTEM","1"
83221,"910111","Servizi di biblioteche",6,"S","N","SYSTEM","SYSTEM","1"
83222,"910112","Servizi di archivi",6,"S","N","SYSTEM","SYSTEM","1"
83223,"910210","Servizi di funzionamento dei musei",6,"S","N","SYSTEM","SYSTEM","1"
83224,"910220","Collezioni dei musei",6,"S","N","SYSTEM","SYSTEM","1"
83225,"910310","Servizi di gestione di luoghi e monumenti storici e simili attrazioni turistiche",6,"S","N","SYSTEM","SYSTEM","1"
83226,"910411","Servizi degli orti botanici e dei giardini zoologici",6,"S","N","SYSTEM","SYSTEM","1"
83227,"910412","Servizi delle riserve naturali, compresi i servizi di tutela della fauna e della flora protette",6,"S","N","SYSTEM","SYSTEM","1"
83228,"920011","Servizi riguardanti i tavoli da gioco",6,"S","N","SYSTEM","SYSTEM","1"
83229,"920012","Servizi riguardanti le macchine mangiasoldi",6,"S","N","SYSTEM","SYSTEM","1"
83230,"920013","Servizi riguardanti le lotterie, i giochi numerici e il gioco del bingo",6,"S","N","SYSTEM","SYSTEM","1"
83231,"920014","Servizi di giochi d'?fazzardo on line",6,"S","N","SYSTEM","SYSTEM","1"
83232,"920019","Altri servizi riguardanti il gioco",6,"S","N","SYSTEM","SYSTEM","1"
83233,"920021","Servizi di scommesse on line",6,"S","N","SYSTEM","SYSTEM","1"
83234,"920029","Altri servizi riguardanti le scommesse",6,"S","N","SYSTEM","SYSTEM","1"
81142,"222213","Scatole, casse e oggetti simili, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81143,"222214","Bottiglioni, bottiglie, flaconi ed oggetti simili, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81144,"222219","Altri imballaggi in materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81145,"222299","Attivita in subfornitura nell'?ambito della produzione di imballaggi in materie plastiche",6,"S","N","SYSTEM","SYSTEM","1"
81146,"222311","Rivestimenti per pavimenti, per pareti o per soffitti, di materie plastiche, in rotoli o in forma di piastrelle o di lastre",6,"B","N","SYSTEM","SYSTEM","1"
81147,"222312","Vasche da bagno, lavabi, tazze per gabinetti e loro coperchi, cassette di scarico ed altri articoli simili per usi sanitari o igienici, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81148,"222313","Serbatoi, barili, vasche e recipienti simili di capacita, superiore a 300 l, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81149,"222314","Porte, finestre e loro intelaiature, stipiti e soglie; imposte, persiane, tende, oggetti simili e loro parti, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81150,"222315","Linoleum e rivestimenti rigidi per pavimenti non in materie plastiche, ossia rivestimenti elastici per pavimentazioni, quali vinile, linoleum, ecc.",6,"B","N","SYSTEM","SYSTEM","1"
81151,"222319","Articoli in plastica per l'?fedilizia n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81152,"222320","Costruzioni prefabbricate in materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81153,"222399","Attivita in subfornitura nell'?ambito della produzione di articoli in plastica per l'?fedilizia",6,"S","N","SYSTEM","SYSTEM","1"
81154,"222910","Indumenti e accessori di abbigliamento (compresi i guanti), di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81155,"222921","Lastre, fogli, strisce, nastri e pellicole, autoadesivi, in rotoli, ed altre forme piatte di materie plastiche, di larghezza non superiore a 20 cm",6,"B","N","SYSTEM","SYSTEM","1"
81156,"222922","Altre lastre, fogli, strisce, nastri e pellicole, autoadesivi, in rotoli, ed altre forme piatte di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81157,"222923","Vasellame, altri oggetti per uso domestico ed oggetti di igiene o da toletta, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81158,"222924","Parti n.c.a. di lampadari, apparecchi per l'?illuminazione, insegne luminose, targhette indicatrici luminose ed oggetti simili, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81159,"222925","Oggetti per l'?fufficio e per la scuola, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81160,"222926","Guarnizioni per mobili, carrozzerie e simili, di materie plastiche; statuette e altri oggetti da ornamento, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81161,"222929","Altri oggetti di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81162,"222991","Servizi di fabbricazione di altri articoli in materie plastiche",6,"S","N","SYSTEM","SYSTEM","1"
81163,"222999","Attivita in subfornitura nell'?ambito della fabbricazione di altri articoli in materie plastiche",6,"S","N","SYSTEM","SYSTEM","1"
81164,"231111","Vetro colato, laminato, tirato o soffiato, in fogli, ma non altrimenti lavorato",6,"B","N","SYSTEM","SYSTEM","1"
81165,"231112","Vetro flotte e vetro levigato o smerigliato su una o entrambe le facce, in fogli, ma non altrimenti lavorato",6,"B","N","SYSTEM","SYSTEM","1"
81166,"231199","Attivita in subfornitura nell'?ambito della produzione del vetro piano",6,"S","N","SYSTEM","SYSTEM","1"
81167,"231211","Vetro in fogli, curvato, smussato, inciso, forato, smaltato o altrimenti lavorato, ma non incorniciato",6,"B","N","SYSTEM","SYSTEM","1"
81168,"231212","Vetri di sicurezza",6,"B","N","SYSTEM","SYSTEM","1"
81169,"231213","Specchi di vetro; vetri isolanti a pareti multiple",6,"B","N","SYSTEM","SYSTEM","1"
81170,"231299","Attivita in subfornitura nell'?ambito della produzione del vetro piano lavorato e trasformato",6,"S","N","SYSTEM","SYSTEM","1"
81171,"231311","Bottiglie, vasi, fiale ed altri recipienti, di vetro, escluse le ampolle; tappi, coperchi ed altri dispositivi di chiusura, di vetro",6,"B","N","SYSTEM","SYSTEM","1"
81172,"231312","Bicchieri, diversi da quelli di vetroceramica",6,"B","N","SYSTEM","SYSTEM","1"
81173,"231313","Oggetti di vetro per la tavola, la cucina, la toletta, l'?fufficio, la decorazione degli appartamenti e simili",6,"B","N","SYSTEM","SYSTEM","1"
81174,"231314","Ampolle di vetro per bottiglie isolanti o per altri recipienti isotermici, con intercapedine isolante sottovuoto",6,"B","N","SYSTEM","SYSTEM","1"
81175,"231391","Servizi di finitura di bicchieri e di altri oggetti di vetro per la tavola e la cucina",6,"S","N","SYSTEM","SYSTEM","1"
81176,"231392","Servizi di finitura di contenitori di vetro",6,"S","N","SYSTEM","SYSTEM","1"
81177,"231399","Attivita in subfornitura nell'?ambito della produzione del vetro cavo",6,"S","N","SYSTEM","SYSTEM","1"
81178,"231411","Stoppini, filati accoppiati in parallelo senza torsione (rovings) ed altri filati, anche tagliati, di fibre di vetro",6,"B","N","SYSTEM","SYSTEM","1"
81179,"231412","Veli, nappe, feltri (mats), materassi, pannelli e prodotti simili di fibre di vetro, esclusi i tessuti",6,"B","N","SYSTEM","SYSTEM","1"
81180,"231499","Attivita in subfornitura nell'?ambito della produzione delle fibre di vetro",6,"S","N","SYSTEM","SYSTEM","1"
81181,"231911","Vetro in massa, in biglie (diverse dalle microsfere), in barre o tubi, non lavorato",6,"B","N","SYSTEM","SYSTEM","1"
81811,"283092","Parti di macchine per la lavorazione del suolo",6,"B","N","SYSTEM","SYSTEM","1"
81812,"283093","Parti di altre macchine per l'?agricoltura",6,"B","N","SYSTEM","SYSTEM","1"
81813,"283094","Parti di mungitrici e di apparecchi per l'?industria del latte n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81814,"283099","Attivita in subfornitura nell'?ambito della produzione di macchine per l'?agricoltura e la silvicoltura",6,"S","N","SYSTEM","SYSTEM","1"
81815,"284111","Macchine utensili per la lavorazione dei metalli, lavoranti per asportazione di materiale e operanti con laser, con ultrasuoni o con procedimenti simili",6,"B","N","SYSTEM","SYSTEM","1"
81816,"284112","Centri di lavorazione, macchine a posto fisso e macchine a stazioni multiple, per la lavorazione dei metalli",6,"B","N","SYSTEM","SYSTEM","1"
81817,"284121","Torni che operano con asportazione di metallo",6,"B","N","SYSTEM","SYSTEM","1"
81818,"284122","Macchine utensili foratrici, alesatrici o fresatrici per metalli; macchine tessili per filettare o maschiare i metalli n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81819,"284123","Macchine utensili per sbavare, affilare, molare o altrimenti rifinire i metalli",6,"B","N","SYSTEM","SYSTEM","1"
81820,"284124","Macchine utensili per piallare, segare, troncare e altri utensili che operano con asportazione di metallo",6,"B","N","SYSTEM","SYSTEM","1"
81821,"284131","Macchine rullatrici, centinatrici, piegatrici e raddrizzatrici per metalli",6,"B","N","SYSTEM","SYSTEM","1"
81822,"284132","Macchine punzonatrici, sgretolatrici e cesoie per metalli",6,"B","N","SYSTEM","SYSTEM","1"
81823,"284133","Macchine per fucinare o forgiare a stampo, magli; presse idrauliche e presse per la lavorazione dei metalli n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81824,"284134","Macchine utensili n.c.a. per la lavorazione dei metalli, dei carburi metallici sinterizzati o dei cermet, non lavoranti per asportazione di materiale",6,"B","N","SYSTEM","SYSTEM","1"
81825,"284140","Parti e accessori per macchine utensili per la lavorazione dei metalli",6,"B","N","SYSTEM","SYSTEM","1"
81826,"284199","Attivita in subfornitura nell'?ambito della produzione delle macchine per la formatura dei metalli",6,"S","N","SYSTEM","SYSTEM","1"
81827,"284911","Macchine utensili per la lavorazione della pietra, dei prodotti ceramici, del calcestruzzo o di materie minerali simili o per la lavorazione a freddo del vetro",6,"B","N","SYSTEM","SYSTEM","1"
81828,"284912","Macchine utensili per la lavorazione del legno, del sughero, dell'?fosso, della gomma indurita, delle materie plastiche dure o di altre materie dure simili; macchine per la galvanotecnica",6,"B","N","SYSTEM","SYSTEM","1"
81829,"284921","Portautensili e filiere a scatto automatico, per macchine utensili",6,"B","N","SYSTEM","SYSTEM","1"
81830,"284922","Portapezzi per macchine utensili",6,"B","N","SYSTEM","SYSTEM","1"
81831,"284923","Dispositivi divisori ed altri dispositivi speciali da applicare su macchine utensili",6,"B","N","SYSTEM","SYSTEM","1"
81832,"284924","Parti e accessori per macchine utensili per la lavorazione del legno, del sughero, della pietra, della gomma indurita e di materie dure simili",6,"B","N","SYSTEM","SYSTEM","1"
81833,"284999","Attivita in subfornitura nell'?ambito della produzione di altre macchine utensili",6,"S","N","SYSTEM","SYSTEM","1"
81834,"289111","Convertitori, secchie di colata, lingottiere e macchine per colare (gettare); laminatoi per metalli",6,"B","N","SYSTEM","SYSTEM","1"
81835,"289112","Parti di macchine per la metallurgia; parti di laminatoi",6,"B","N","SYSTEM","SYSTEM","1"
81836,"289199","Attivita in subfornitura nell'?ambito della produzione delle macchine per la metallurgia",6,"S","N","SYSTEM","SYSTEM","1"
81837,"289211","Apparecchi elevatori, trasportatori o convogliatori, ad azione continua, per miniere di fondo o altri lavori sotterranei",6,"B","N","SYSTEM","SYSTEM","1"
81838,"289212","Tagliatrici, abbattitrici e macchine per perforare trafori e gallerie; altre macchine di sondaggio o di perforazione",6,"B","N","SYSTEM","SYSTEM","1"
81839,"289221","Bulldozer e angledozer, semoventi",6,"B","N","SYSTEM","SYSTEM","1"
81840,"289222","Livellatrici semoventi",6,"B","N","SYSTEM","SYSTEM","1"
81841,"289223","Ruspe spianatrici semoventi",6,"B","N","SYSTEM","SYSTEM","1"
81842,"289224","Compattatori e rulli compressori, semoventi",6,"B","N","SYSTEM","SYSTEM","1"
81843,"289225","Caricatori e caricatrici-spalatrici a caricamento frontale, semoventi",6,"B","N","SYSTEM","SYSTEM","1"
81844,"289226","Pale meccaniche, escavatori, caricatori e caricatrici-spalatrici, semoventi, dotati di una sovrastruttura che puo effettuare una rotazione di 360'???¹ (esclusi caricatori e caricatricispalatrici a caricamento frontale)",6,"B","N","SYSTEM","SYSTEM","1"
81845,"289227","Altre pale meccaniche, escavatori, caricatori e caricatrici-spalatrici semoventi; altre macchine semoventi per miniere di fondo o altri lavori sotterranei",6,"B","N","SYSTEM","SYSTEM","1"
81846,"289228","Lame di apripista (bulldozer o angledozer)",6,"B","N","SYSTEM","SYSTEM","1"
81847,"289229","Autocarri a cassone ribaltabile destinati ad essere utilizzati fuori della sede stradale",6,"B","N","SYSTEM","SYSTEM","1"
81848,"289230","Altre macchine per l'?fescavazione",6,"B","N","SYSTEM","SYSTEM","1"
81849,"289240","Macchine ed apparecchi per selezionare, frantumare, mescolare o altrimenti trattare le terre, le pietre, i minerali o altre materie minerali solide",6,"B","N","SYSTEM","SYSTEM","1"
81850,"289250","Trattori a cingoli",6,"B","N","SYSTEM","SYSTEM","1"
82512,"470084","Servizi di vendita al dettaglio di prodotti per la pulizia",6,"S","N","SYSTEM","SYSTEM","1"
82513,"470085","Servizi di vendita al dettaglio di olio combustibile per uso domestico, gas in bombole, carbone e legna da ardere",6,"S","N","SYSTEM","SYSTEM","1"
82514,"470086","Servizi di vendita al dettaglio di altri prodotti di consumo non alimentari n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82515,"470087","Servizi di vendita al dettaglio di materie prime agricole n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82516,"470088","Servizi di vendita al dettaglio di macchinari e attrezzature n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
