CD_NODO,DS_NODO,CD_ACCESSO,BUSINESS_PROCESS,PG_ORDINAMENTO,FL_TERMINALE,LIVELLO,URL_ICONA,CD_PROPRIO_NODO,CD_NODO_PADRE,URL_ICONA_OPEN,UTCR,UTUV,PG_VER_REC
"0.CFG.PDCFIN.ASSC.PF0070","associazione voce vecchia - voce nuova","NULL","NULL","9","N","4","NULL","PF0070","0.CFG.PDCFIN.ASSC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0070.M","gestione","CFGPDCFINASSCPF0070M","CRUDConfigAssEvoldEvnewBP","2","Y","5","NULL","M","0.CFG.PDCFIN.ASSC.PF0070","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0070.V","visualizzazione","CFGPDCFINASSCPF0070V","CRUDConfigAssEvoldEvnewBP","1","Y","5","NULL","V","0.CFG.PDCFIN.ASSC.PF0070","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.STAMPE","stampe","NULL","NULL","110","N","3","NULL","STAMPE","0.PRV.PDGMODAGG","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.STAMPE.BILANCIO","stampa bilancio","PRVPDGSTPBILANCIO","StampaPdgPBilancioBP","1","Y","4","NULL","BILANCIO","0.PRV.PDGMODAGG.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.MAGAZZINO.ABILBENESERV.M","gestione","MAGTABRMAGABIBENSERM","CRUDAbilMagBeneServBP","1","Y","5","NULL","M","0.MAG.TABR.MAGAZZINO.ABILBENESERV","NULL","SYSTEM","SYSTEM","1"
"0.ORD.RICH","Richieste","NULL","NULL","1","N","2","NULL","RICH","0.ORD","NULL","SYSTEM","SYSTEM","1"
"0.ORD.RICH.M","gestione","ORDRICHM","CRUDRichiestaUopBP","1","Y","3","NULL","M","0.ORD.RICH","NULL","SYSTEM","SYSTEM","1"
"0.ORD.RICH.V","visualizzazione","ORDRICHV","CRUDRichiestaUopBP","1","Y","3","NULL","V","0.ORD.RICH","NULL","SYSTEM","SYSTEM","1"
"0.ORD.RICH.A","validazione","ORDAPPRICHV","CRUDApprovaRichiestaUopBP","1","Y","3","NULL","A","0.ORD.RICH","NULL","SYSTEM","SYSTEM","1"
"0.ORD.ORDACQ","Ordini","NULL","NULL","1","N","2","NULL","ORDACQ","0.ORD","NULL","SYSTEM","SYSTEM","1"
"0.ORD.ORDACQ.M","gestione","ORDORDACQM","CRUDOrdineAcqBP","1","Y","3","NULL","M","0.ORD.ORDACQ","NULL","SYSTEM","SYSTEM","1"
"0.ORD.ORDACQ.V","visualizzazione","ORDORDACQV","CRUDOrdineAcqBP","1","Y","3","NULL","V","0.ORD.ORDACQ","NULL","SYSTEM","SYSTEM","1"
"0.ORD.EVAORD","Evasione Ordini","ORDEVAORDG","CRUDEvasioneOrdineBP","4","Y","2","NULL","EVAORD","0.ORD","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.OBBRESPRO.A","amministra","DOCOBBCOREOBBRESPROA","CRUDObbligazioneResAmministraBP","25","Y","4","NULL","M","0.DOC.OBBLIG.OBBRESPRO","NULL","SYSTEM","SYSTEM","1"
"0.ORD.ORDACQ.GENORD","Generazione Ordini da Richieste","NULL","NULL","1","N","3","NULL","ORDACQ","0.ORD.ORDACQ","NULL","SYSTEM","SYSTEM","1"
"0.ORD.ORDACQ.GENORD.M","Generazione","ORDGENORDRICM","GenerazioneOrdineDaRichiesteBP","1","Y","4","NULL","R","0.ORD.ORDACQ.GENORD","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CIG","Codice Identificativo Gara","NULL","NULL","115","N","2","NULL","CIG","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CIG.M","gestione","CFGCIGM","CRUDCodiciCIGBP","2","Y","3","NULL","M","0.CFG.CIG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CIG.V","visualizzazione","CFGCIGV","CRUDCodiciCIGBP","1","Y","3","NULL","V","0.CFG.CIG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.A","amministra","CFGCONTRATTOMASTER","CRUDConfigAnagContrattoMasterBP","25","Y","3","NULL","M","0.CFG.CONTRATTI","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.CONSWORKACC","Accertamenti GAE","CONSULTWPACCERT","ConsAccertamentiBP","15","Y","4","NULL","CONSWORKACC","0.DOC.CON.WORKPCK","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.CONS","Consultazioni","NULL","NULL","40","N","4","NULL","CONS","0.CFG.CONTRATTI","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.CONFCAS.M","gestione","DOCINTCASCORECONFCAS","CRUDExtCassiereCdsBP","1","Y","4","NULL","M","0.DOC.INTCAS.CONFCAS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.POLI","comunicazione Polivalente","NULL","NULL","8","N","3","NULL","POLI","0.AMM.FATTUR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.POLI.M","elabora","AMMFATTURPOLIM","ElaboraFilePoliBP","2","Y","4","NULL","M","0.AMM.FATTUR.POLI","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.COMPENSI.RIEPCOMP","Consultazione Riepilogo Compensi","AMMRIEPCOMPV","ConsRiepilogoCompensiBP","1","Y","3","NULL","RIEPCOMP","0.AMM.CONS.COMPENSI","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.MAGAZZINO.ABILBENESERV.V","visualizzazione","MAGTABRMAGABIBENSERV","CRUDAbilMagBeneServBP","1","Y","5","NULL","V","0.MAG.TABR.MAGAZZINO.ABILBENESERV","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.NUMERAZ","numerazione","NULL","NULL","1","N","3","NULL","NUMERAZ","0.MAG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.NUMERAZ.M","gestione","MAGTABRNUMERAZM","CRUDNumerazioneMagBP","1","Y","4","NULL","M","0.MAG.TABR.NUMERAZ","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.NUMERAZ.V","visualizzazione","MAGTABRNUMERAZV","CRUDNumerazioneMagBP","1","Y","4","NULL","V","0.MAG.TABR.NUMERAZ","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.NUMERAZ","numerazione","NULL","NULL","1","N","3","NULL","NUMERAZ","0.ORD.TABR","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.NUMERAZ.M","gestione","ORDTABRNUMERAZM","CRUDNumerazioneOrdBP","1","Y","4","NULL","M","0.ORD.TABR.NUMERAZ","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.NUMERAZ.V","visualizzazione","ORDTABRNUMERAZV","CRUDNumerazioneOrdBP","1","Y","4","NULL","V","0.ORD.TABR.NUMERAZ","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOGEST","tipo gestione","NULL","NULL","1","N","3","NULL","TIPOGEST","0.MAG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOGEST.M","gestione","MAGTABRTIPOGESTM","CRUDTipoGestioneBeneServBP","1","Y","4","NULL","M","0.MAG.TABR.TIPOGEST","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOGEST.V","visualizzazione","MAGTABRTIPOGESTV","CRUDTipoGestioneBeneServBP","1","Y","4","NULL","V","0.MAG.TABR.TIPOGEST","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOMOV.AZIONI.M","gestione","MAGTABRTIPOMOVAZIONM","CRUDTipoMovimentoMagAzBP","1","Y","5","NULL","M","0.MAG.TABR.TIPOMOV.AZIONI","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOMOV.AZIONI.V","visualizzazione","MAGTABRTIPOMOVAZIONV","CRUDTipoMovimentoMagAzBP","1","Y","5","NULL","V","0.MAG.TABR.TIPOMOV.AZIONI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PROGETTI.TABRIF","Tabelle di riferimento","NULL","NULL","4","N","3","NULL","TABRIF","0.CFG.PROGETTI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PROGETTI.TABRIF.VOCEECON","Voce Piano Economico Progetto","NULL","NULL","1","N","4","NULL","VOCEECON","0.CFG.PROGETTI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PROGETTI.TABRIF.VOCEECON.V","visualizzazione","CFGPROGERCOREVOCECOV","VocePianoEconomicoPrgBP","1","Y","5","NULL","V","0.CFG.PROGETTI.TABRIF.VOCEECON","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.RAGGR.M","gestione","MAGTABRRAGGRM","CRUDRaggrMagazzinoBP","1","Y","4","NULL","M","0.MAG.TABR.RAGGR","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.RAGGR.V","visualizzazione","MAGTABRRAGGRV","CRUDRaggrMagazzinoBP","1","Y","4","NULL","V","0.MAG.TABR.RAGGR","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.TIPOP","tipo operazione","NULL","NULL","1","N","3","NULL","TIPOP","0.ORD.TABR","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.TIPOP.M","gestione","ORDTABRTIPOPM","CRUDTipoOperazioneBP","1","Y","4","NULL","M","0.ORD.TABR.TIPOP","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.TIPOP.V","visualizzazione","ORDTABRTIPOPV","CRUDTipoOperazioneBP","1","Y","4","NULL","V","0.ORD.TABR.TIPOP","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.TIPOP.ABILUTE","abilitazione utente","NULL","NULL","1","N","4","NULL","ABILUTE","0.ORD.TABR.TIPOP","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOMOV","tipo movimento","NULL","NULL","1","N","3","NULL","TIPOMOV","0.MAG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOMOV.M","gestione","MAGTABRTIPOMOVM","CRUDTipoMovimentoMagBP","1","Y","4","NULL","M","0.MAG.TABR.TIPOMOV","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOMOV.V","visualizzazione","MAGTABRTIPOMOVV","CRUDTipoMovimentoMagBP","1","Y","4","NULL","V","0.MAG.TABR.TIPOMOV","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOMOV.AZIONI","azione","NULL","NULL","1","N","4","NULL","AZIONI","0.MAG.TABR.TIPOMOV","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.LUOGOCONS","luogo consegna","NULL","NULL","1","N","3","NULL","LUOGOCONS","0.MAG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.LUOGOCONS.M","gestione","MAGTABRLUOGOCONSM","CRUDLuogoConsegnaBP","1","Y","4","NULL","M","0.MAG.TABR.LUOGOCONS","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.LUOGOCONS.V","visualizzazione","MAGTABRLUOGOCONSV","CRUDLuogoConsegnaBP","1","Y","4","NULL","V","0.MAG.TABR.LUOGOCONS","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.CAUSSPESA","causale spesa","NULL","NULL","1","N","3","NULL","CAUSSPESA","0.ORD.TABR","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.CAUSSPESA.M","gestione","ORDTABRCAUSSPESAM","CRUDCausaleSpesaOrdBP","1","Y","4","NULL","M","0.ORD.TABR.CAUSSPESA","NULL","SYSTEM","SYSTEM","1"
"0.CNS.LIBROGIORNALE.STAMPA","stampa","CNSSTAMPALIBGIO","StampaLibroGiornaleBP","10","Y","3","NULL","STAMPA","0.CNS.LIBROGIORNALE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON","Consultazioni","NULL","NULL","30","N","2","book_closed.gif","CON","0.DOC","book_opened.gif","SYSTEM","SYSTEM","1"
"0.DOC.CON.PARGIRO","Partite di Giro","NULL","NULL","10","N","3","NULL","PARGIRO","0.DOC.CON","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.PARGIRO.REGCDS","Registro del CDS","CONSDOCAMMPARGIROCDS","ConsDocContPartiteGiroCdsBP","10","Y","4","NULL","REGCDS","0.DOC.CON.PARGIRO","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.PARGIRO.REGCNR","Registro del CDS sul Bilancio CNR","CONSDOCAMMPARGIROCNR","ConsDocContPartiteGiroCnrBP","20","Y","4","NULL","REGCNR","0.DOC.CON.PARGIRO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS","Consultazioni","NULL","NULL","30","N","2","book_closed.gif","CONS","0.AMM","book_opened.gif","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT","Inventario","NULL","NULL","10","N","3","NULL","INVENT","0.AMM.CONS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.TIPISPESE","Tipi Spese","NULL","NULL","30","N","3","NULL","TIPISPESE","0.DOC.CON","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK","GAE","NULL","NULL","20","N","3","NULL","WORKPCK","0.DOC.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON","Consultazioni","NULL","NULL","70","N","2","book_closed.gif","CON","0.PRV","book_opened.gif","SYSTEM","SYSTEM","1"
"0.PRV.CON.PERSON","Personale","NULL","NULL","10","N","3","NULL","PERSON","0.PRV.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.PDGAGGREGATO","Discrepanze tra PdG Aggregato e PdG","NULL","NULL","20","N","3","NULL","PDGAGGREGATO","0.PRV.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.PDGCOMMESSA","Piano di gestione per commessa","NULL","NULL","30","N","3","NULL","PDGCOMMESSA","0.PRV.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.RESIDUI","Residui","NULL","NULL","50","N","3","NULL","RESIDUI","0.PRV.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.RESIDUI.CONSRICOSRES","Ricostruzione Residui","CONSRICOSRESIDUI","ConsRicostruzioneResiduiBP","10","Y","4","NULL","CONSRICOSRES","0.PRV.CON.RESIDUI","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.TIPISPESE.CONSIMPPAG","Impegnato-Pagato per Tipi di Spese","CONSULTIMPPAGPERTIPO","ConsImpPagPerTipoBP","10","Y","4","NULL","CONSIMPPAG","0.DOC.CON.TIPISPESE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.CONGUA","Conguaglio","NULL","NULL","30","N","3","NULL","CONGUA","0.AMM.CONS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.CONGUA.TERZIDACONGUA","Terzi da Conguagliare","CONSULTTERZIDACONGUA","ConsTerziDaConguagliareBP","40","Y","4","NULL","TERZIDACONGUA","0.AMM.CONS.CONGUA","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON","Consultazioni","NULL","NULL","30","N","2","book_closed.gif","CON","0.CNS","book_opened.gif","SYSTEM","SYSTEM","1"
"0.CNS.CON.PDGASSESTATO","piano di gestione assestato","NULL","NULL","10","N","3","NULL","PDG_ASSESTATO","0.CNS.CON","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON.PDGASSESTATO.ETR","entrate","CONSPDGASSESAGGRETR","ConsPDGAssestatoAggregatoEtrBP","10","Y","4","NULL","ETR","0.CNS.CON.PDGASSESTATO","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON.PDGASSESTATO.SPE","spese","CONSPDGASSESAGGRSPE","ConsPDGAssestatoAggregatoSpeBP","20","Y","4","NULL","SPE","0.CNS.CON.PDGASSESTATO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.CORI.MASSA","Liquidazione CORI massiva","NULL","NULL","3","N","4","NULL","MASSA","0.AMM.COMPEN.CORI","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.CORI.MASSA.M","gestione","AMMCOMPENLIQCORIMASM","LiquidazioneMassaCoriBP","1","Y","5","NULL","M","0.AMM.COMPEN.CORI.MASSA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI","Variazioni","NULL","NULL","60","N","3","NULL","VARIAZIONI","0.PRV.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI.CONSVARBIL","Variazioni di bilancio","CONSVARBILANCIO","ConsVarBilancioBP","10","Y","4","NULL","CONSVARBIL","0.PRV.CON.VARIAZIONI","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGGIDIPFO","PdGGestionale per Istituto - F.O.","NULL","NULL","80","N","3","NULL","PDGGIDIPFO","0.PRV.PDGMODAGG.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGGIDIPFO.ETR","entrate","CONSPDGGDIPFOETR","ConsPDGGDipFoEtrBP","10","Y","4","NULL","ETR","0.PRV.PDGMODAGG.CON.PDGGIDIPFO","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGGIDIPFO.SPE","spese","CONSPDGGDIPFOSPE","ConsPDGGDipFoSpeBP","20","Y","4","NULL","SPE","0.PRV.PDGMODAGG.CON.PDGGIDIPFO","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.TABR","tabelle riferimento","NULL","NULL","40","N","3","NULL","TABR","0.PRV.VARCOMPETENZA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.TABR.TIPVAR","tipi di variazione","NULL","NULL","10","N","4","NULL","TIPVAR","0.PRV.VARCOMPETENZA.TABR","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.TABR.TIPVAR.M","gestione","PRVTIPOVARIAZIONEM","CRUDTipoVariazioneBP","10","Y","5","NULL","M","0.PRV.VARCOMPETENZA.TABR.TIPVAR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT.QUOUTIL","Consultazione Quote Utilizzatori","AMMINVCONSQUOUTIL","ConsQuoteUtilizzatoriBP","16","Y","4","NULL","CONSQUOUTIL","0.AMM.CONS.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.CONS","Consultazioni","NULL","NULL","80","N","3","book_closed.gif","CONS","0.DOC.INTCAS","book_opened.gif","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.CONS.SOSENT","Sospesi di Entrata","DOCINTCASCONSSOSE","ConsSospesiEntrateBP","9","Y","4","NULL","SOSENT","0.DOC.INTCAS.CONS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.CONS.SOSSPE","Sospesi di Spesa","DOCINTCASCONSSOSS","ConsSospesiSpeseBP","10","Y","4","NULL","SOSSPE","0.DOC.INTCAS.CONS","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.STMENTSPE","Stampa PdC Finanziario","CFGPDCFINSTMENTSPE","StampaPdcFinEntSpeBP","11","Y","3","NULL","STMENTSPE","0.CFG.PDCFIN","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.LIMSPE.M","gestione","CFGPDCFINLIMSPEM","CRUDLimiteSpesaBP","10","Y","4","NULL","M","0.CFG.PDCFIN.LIMSPE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.LIMSPE.V","visualizzazione","CFGPDCFINLIMSPEV","CRUDLimiteSpesaBP","20","Y","4","NULL","V","0.CFG.PDCFIN.LIMSPE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.ARE","aree paesi esteri","NULL","NULL","1","N","5","NULL","ARE","0.CFG.ANAGCF.TABR.TERR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.ARE.M","gestione","CFGANAGCFTABRTERAREM","CRUDRifAreePaesiEsteriBP","2","Y","6","NULL","M","0.CFG.ANAGCF.TABR.TERR.ARE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.ARE.V","visualizzazione","CFGANAGCFTABRTERAREV","CRUDRifAreePaesiEsteriBP","1","Y","6","NULL","V","0.CFG.ANAGCF.TABR.TERR.ARE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.QUOTAR","quota rimborso","NULL","NULL","5","N","4","NULL","QUOTAR","0.AMM.MISSIO.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.QUOTAR.V","visualizzazione","AMMMISSIOTABRQUOTARM","CRUDMissioneQuotaRimborsoBP","2","Y","5","NULL","V","0.AMM.MISSIO.TABR.QUOTAR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.QUOTAR.M","gestione","AMMMISSIOTABRQUOTARM","CRUDMissioneQuotaRimborsoBP","2","Y","5","NULL","M","0.AMM.MISSIO.TABR.QUOTAR","NULL","SYSTEM","SYSTEM","1"
"0.PRV.APREFIRDIG","Predisposizione Variazioni PdG per Firma Digitale","PRVARCHVARIAZIONEM","ArchiviaStampaPdgVariazioneBP","2","Y","2","NULL","APREFIRDIG","0.PRV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.FIRDIG","Firma digitale alle variazioni PdG","PRVFIRMAVARIAZIONE","FirmaDigitalePdgVariazioniBP","2","Y","2","NULL","FIRDIG","0.PRV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI.VPDGGIST","Variazioni al PdG per Istituto/Area","NULL","NULL","40","N","4","NULL","VPDGGIST","0.PRV.CON.VARIAZIONI","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI.VPDGGIST.ETR","entrate","CONSVARPDGGISTETR","ConsVarPDGGIstEtrBP","10","Y","5","NULL","ETR","0.PRV.CON.VARIAZIONI.VPDGGIST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI.VPDGGIST.SPE","spese","CONSVARPDGGISTSPE","ConsVarPDGGIstSpeBP","20","Y","5","NULL","SPE","0.PRV.CON.VARIAZIONI.VPDGGIST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI.VPDGGAREA","Variazioni al PdG Area/Istituto","NULL","NULL","30","N","4","NULL","VPDGGAREA","0.PRV.CON.VARIAZIONI","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI.VPDGGAREA.ETR","entrate","CONSVARPDGGAREAETR","ConsVarPDGGAreaEtrBP","10","Y","5","NULL","ETR","0.PRV.CON.VARIAZIONI.VPDGGAREA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI.VPDGGAREA.SPE","spese","CONSVARPDGGAREASPE","ConsVarPDGGAreaSpeBP","20","Y","5","NULL","SPE","0.PRV.CON.VARIAZIONI.VPDGGAREA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT.INVEP","Consultazione Inventario per Conto E/P","AMMINVCONSINVEP","ConsInventarioEPBP","16","Y","4","NULL","CONSINVEP","0.AMM.CONS.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT.INVUTIL","Consultazione Inventario Utilizzatori","AMMINVCONSINVUTIL","ConsInventarioUtilizzatoriBP","15","Y","4","NULL","CONSINVUTIL","0.AMM.CONS.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARSTANZRES.STAMPE","Stampe","NULL","NULL","30","N","3","NULL","STAMPE","0.PRV.VARSTANZRES","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARSTANZRES.STAMPE.M","Stampa Variazioni Stanziamento Residuo","PRVVARSTANZSTAMP","StampaVarStanzResBP","10","Y","4","NULL","M","0.PRV.VARSTANZRES.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.SERV.LOCKOBJECT","Oggetti bloccati","XXXMANAGELOCKOBJECTX","ManageLockedObjectsBP","20","Y","2","NULL","LOCKOBJECT","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.TABR.CUP","CUP","NULL","NULL","2","N","4","NULL","CUP","0.DOC.MANDAT.TABR","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.TABR.CUP.M","gestione","DOCMANDATTABRCUPM","CRUDCupBP","4","Y","5","NULL","M","0.DOC.MANDAT.TABR.CUP","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.TABR.CUP.V","visualizzazione","DOCMANDATTABRCUPV","CRUDCupBP","3","Y","5","NULL","V","0.DOC.MANDAT.TABR.CUP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TEMAATT.M","gestione","CFGINCARICHITEMAATTM","CRUDConfigTematicaAttivitaBP","10","Y","5","NULL","M","0.CFG.INCARICHI.TABRIF.TEMAATT","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TEMAATT.V","visualizzazione","CFGINCARICHITEMAATTV","CRUDConfigTematicaAttivitaBP","20","Y","5","NULL","V","0.CFG.INCARICHI.TABRIF.TEMAATT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.INTRA","riepilogativi Intrastat","NULL","NULL","5","N","3","NULL","INTRA","0.AMM.FATTUR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.INTRA.M","elabora","AMMFATTURINTRAM","ElaboraFileIntraBP","1","Y","4","NULL","M","0.AMM.FATTUR.INTRA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.INTRA12","riepilogativi Intra 12","NULL","NULL","6","N","3","NULL","INTRA","0.AMM.FATTUR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.INTRA12.M","elabora","AMMFATTURINTRA12M","ElaboraFileIntra12BP","2","Y","4","NULL","M","0.AMM.FATTUR.INTRA12","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.INTRA.V","visualizza","AMMFATTURINTRAV","ConsFileIntraBP","1","Y","4","NULL","V","0.AMM.FATTUR.INTRA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.INTRA12.V","visualizza","AMMFATTURINTRA12V","ConsFileIntra12BP","1","Y","4","NULL","V","0.AMM.FATTUR.INTRA12","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.TIPISPESE.CONSPAGMAN","Pagato per Tipi di Spese/Tipo Mandato","CONSULTPAGPERTIPOMAN","ConsPagPerTipoManBP","20","Y","4","NULL","CONSPAGMAN","0.DOC.CON.TIPISPESE","NULL","SYSTEM","SYSTEM","1"
"0.SERV.SIGLADWH","SIGLA - DWH","NULL","NULL","11","N","2","NULL","SIGLADWH","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.SERV.SIGLADWH.STAMPE","Stampa Confronto SIGLA - DWH","SIGLADWHSTAMPE","ConfrontoSiglaDWHBP","1","Y","3","NULL","STAMPE","0.SERV.SIGLADWH","NULL","SYSTEM","SYSTEM","1"
"0.CFG.UTENZE.UADMIN.GEST","Associazione Utenza Ammnistratore - Gestore","NULL","NULL","1","N","4","NULL","GEST","0.CFG.UTENZE.UADMIN","NULL","SYSTEM","SYSTEM","1"
"0.CFG.UTENZE.UADMIN.GEST.M","gestione","CFGUTENZEUADMINGESTM","CRUDUtenteGestoreBP","2","Y","5","NULL","M","0.CFG.UTENZE.UADMIN.GEST","NULL","SYSTEM","SYSTEM","1"
