"cd_catastale","ds_comune","cd_provincia","aliquota","im_inferiore","im_superiore"
"L342","TRAVEDONA-MONATE","VA","0.750000","28000.01","55000.00"
"L342","TRAVEDONA-MONATE","VA","0.790000","55000.01","75000.00"
"L342","TRAVEDONA-MONATE","VA","0.800000","75000.01","999999999.99"
"L356","TRECATE","NO","0.600000","0.00","15000.00"
"L356","TRECATE","NO","0.620000","15000.01","28000.00"
"L356","TRECATE","NO","0.700000","28000.01","55000.00"
"L356","TRECATE","NO","0.780000","55000.01","75000.00"
"L356","TRECATE","NO","0.800000","75000.01","999999999.99"
"L361","TREDOZIO","FC","0.400000","0.00","15000.00"
"L361","TREDOZIO","FC","0.550000","15000.01","28000.00"
"L361","TREDOZIO","FC","0.780000","28000.01","55000.00"
"L361","TREDOZIO","FC","0.790000","55000.01","75000.00"
"L361","TREDOZIO","FC","0.800000","75000.01","999999999.99"
"L382","TREPPO GRANDE","UD","0.640000","0.00","15000.00"
"L382","TREPPO GRANDE","UD","0.650000","15000.01","28000.00"
"L382","TREPPO GRANDE","UD","0.750000","28000.01","55000.00"
"L382","TREPPO GRANDE","UD","0.790000","55000.01","75000.00"
"L382","TREPPO GRANDE","UD","0.800000","75000.01","999999999.99"
"L407","TREVISO","TV","0.600000","0.00","15000.00"
"L407","TREVISO","TV","0.650000","15000.01","28000.00"
"L407","TREVISO","TV","0.700000","28000.01","55000.00"
"L407","TREVISO","TV","0.750000","55000.01","75000.00"
"L407","TREVISO","TV","0.800000","75000.01","999999999.99"
"L411","TREZZO SULL'ADDA","MI","0.400000","0.00","15000.00"
"L411","TREZZO SULL'ADDA","MI","0.500000","15000.01","28000.00"
"L411","TREZZO SULL'ADDA","MI","0.600000","28000.01","55000.00"
"L411","TREZZO SULL'ADDA","MI","0.700000","55000.01","75000.00"
"L411","TREZZO SULL'ADDA","MI","0.800000","75000.01","999999999.99"
"L421","TRICESIMO","UD","0.400000","0.00","15000.00"
"L421","TRICESIMO","UD","0.500000","15000.01","28000.00"
"L421","TRICESIMO","UD","0.600000","28000.01","55000.00"
"L421","TRICESIMO","UD","0.700000","55000.01","75000.00"
"L421","TRICESIMO","UD","0.800000","75000.01","999999999.99"
"L422","TRICHIANA","BL","0.600000","0.00","15000.00"
"L422","TRICHIANA","BL","0.650000","15000.01","28000.00"
"L422","TRICHIANA","BL","0.700000","28000.01","55000.00"
"L422","TRICHIANA","BL","0.750000","55000.01","75000.00"
"L422","TRICHIANA","BL","0.800000","75000.01","999999999.99"
"L425","TRIGGIANO","BA","0.650000","0.00","15000.00"
"L425","TRIGGIANO","BA","0.670000","15000.01","28000.00"
"L425","TRIGGIANO","BA","0.700000","28000.01","55000.00"
"L425","TRIGGIANO","BA","0.750000","55000.01","75000.00"
"L425","TRIGGIANO","BA","0.800000","75000.01","999999999.99"
"L427","TRINITA'","CN","0.400000","0.00","15000.00"
"L427","TRINITA'","CN","0.450000","15000.01","28000.00"
"L427","TRINITA'","CN","0.500000","28000.01","55000.00"
"L427","TRINITA'","CN","0.600000","55000.01","75000.00"
"L427","TRINITA'","CN","0.700000","75000.01","999999999.99"
"L429","TRINO","VC","0.520000","0.00","15000.00"
"L429","TRINO","VC","0.600000","15000.01","28000.00"
"L429","TRINO","VC","0.720000","28000.01","55000.00"
"L429","TRINO","VC","0.780000","55000.01","75000.00"
"L429","TRINO","VC","0.800000","75000.01","999999999.99"
"L434","TRIUGGIO","MB","0.500000","0.00","15000.00"
"L434","TRIUGGIO","MB","0.550000","15000.01","28000.00"
"L434","TRIUGGIO","MB","0.780000","28000.01","55000.00"
"L434","TRIUGGIO","MB","0.790000","55000.01","75000.00"
"L434","TRIUGGIO","MB","0.800000","75000.01","999999999.99"
"L459","TUFILLO","CH","0.200000","0.00","15000.00"
"L459","TUFILLO","CH","0.250000","15000.01","28000.00"
"L459","TUFILLO","CH","0.400000","28000.01","55000.00"
"L459","TUFILLO","CH","0.450000","55000.01","75000.00"
"L459","TUFILLO","CH","0.500000","75000.01","999999999.99"
"L466","TUORO SUL TRASIMENO","PG","0.600000","0.00","15000.00"
"L466","TUORO SUL TRASIMENO","PG","0.700000","15000.01","28000.00"
"L466","TUORO SUL TRASIMENO","PG","0.770000","28000.01","55000.00"
"L466","TUORO SUL TRASIMENO","PG","0.790000","55000.01","75000.00"
"L466","TUORO SUL TRASIMENO","PG","0.800000","75000.01","999999999.99"
"L487","UGGIATE-TREVANO","CO","0.400000","0.00","15000.00"
"L487","UGGIATE-TREVANO","CO","0.650000","15000.01","28000.00"
"L487","UGGIATE-TREVANO","CO","0.700000","28000.01","55000.00"
"L487","UGGIATE-TREVANO","CO","0.750000","55000.01","75000.00"
"L487","UGGIATE-TREVANO","CO","0.800000","75000.01","999999999.99"
"L497","URBANA","PD","0.650000","0.00","15000.00"
"L497","URBANA","PD","0.700000","15000.01","28000.00"
"L497","URBANA","PD","0.750000","28000.01","55000.00"
"L497","URBANA","PD","0.780000","55000.01","75000.00"
"L497","URBANA","PD","0.800000","75000.01","999999999.99"
"L501","URBISAGLIA","MC","0.500000","0.00","15000.00"
"L501","URBISAGLIA","MC","0.600000","15000.01","28000.00"
"L501","URBISAGLIA","MC","0.700000","28000.01","55000.00"
"L501","URBISAGLIA","MC","0.750000","55000.01","75000.00"
"L501","URBISAGLIA","MC","0.800000","75000.01","999999999.99"
"L511","USMATE VELATE","MB","0.200000","0.00","15000.00"
"L511","USMATE VELATE","MB","0.300000","15000.01","28000.00"
"L511","USMATE VELATE","MB","0.400000","28000.01","55000.00"
"L511","USMATE VELATE","MB","0.650000","55000.01","75000.00"
"L511","USMATE VELATE","MB","0.800000","75000.01","999999999.99"
"L521","UTA","CA","0.550000","0.00","15000.00"
"L521","UTA","CA","0.560000","15000.01","28000.00"
"L521","UTA","CA","0.570000","28000.01","55000.00"
"E155","GRAVINA IN PUGLIA","BA","0.550000","0.00","15000.00"
"E155","GRAVINA IN PUGLIA","BA","0.650000","15000.01","28000.00"
"E155","GRAVINA IN PUGLIA","BA","0.780000","28000.01","55000.00"
"E155","GRAVINA IN PUGLIA","BA","0.790000","55000.01","75000.00"
"E155","GRAVINA IN PUGLIA","BA","0.800000","75000.01","999999999.99"
"E169","GREVE IN CHIANTI","FI","0.450000","0.00","15000.00"
"E169","GREVE IN CHIANTI","FI","0.550000","15000.01","28000.00"
"E169","GREVE IN CHIANTI","FI","0.600000","28000.01","55000.00"
"E169","GREVE IN CHIANTI","FI","0.700000","55000.01","75000.00"
"E169","GREVE IN CHIANTI","FI","0.800000","75000.01","999999999.99"
"E216","GRUGLIASCO","TO","0.650000","0.00","15000.00"
"E216","GRUGLIASCO","TO","0.700000","15000.01","28000.00"
"E216","GRUGLIASCO","TO","0.780000","28000.01","55000.00"
"E216","GRUGLIASCO","TO","0.790000","55000.01","75000.00"
"E216","GRUGLIASCO","TO","0.800000","75000.01","999999999.99"
"E226","GRUMOLO DELLE ABBADESSE","VI","0.700000","0.00","15000.00"
"E226","GRUMOLO DELLE ABBADESSE","VI","0.720000","15000.01","28000.00"
"E226","GRUMOLO DELLE ABBADESSE","VI","0.770000","28000.01","55000.00"
"E226","GRUMOLO DELLE ABBADESSE","VI","0.790000","55000.01","75000.00"
"E226","GRUMOLO DELLE ABBADESSE","VI","0.800000","75000.01","999999999.99"
"E232","GUALTIERI","RE","0.400000","0.00","15000.00"
"E232","GUALTIERI","RE","0.500000","15000.01","28000.00"
"E232","GUALTIERI","RE","0.600000","28000.01","55000.00"
"E232","GUALTIERI","RE","0.700000","55000.01","75000.00"
"E232","GUALTIERI","RE","0.800000","75000.01","999999999.99"
"E241","GUARDEA","TR","0.600000","0.00","15000.00"
"E241","GUARDEA","TR","0.770000","15000.01","28000.00"
"E241","GUARDEA","TR","0.780000","28000.01","55000.00"
"E241","GUARDEA","TR","0.790000","55000.01","75000.00"
"E241","GUARDEA","TR","0.800000","75000.01","999999999.99"
"E251","GUARENE","CN","0.450000","0.00","15000.00"
"E251","GUARENE","CN","0.500000","15000.01","28000.00"
"E251","GUARENE","CN","0.550000","28000.01","55000.00"
"E251","GUARENE","CN","0.600000","55000.01","75000.00"
"E251","GUARENE","CN","0.650000","75000.01","999999999.99"
"E253","GUASTALLA","RE","0.450000","0.00","15000.00"
"E253","GUASTALLA","RE","0.550000","15000.01","28000.00"
"E253","GUASTALLA","RE","0.700000","28000.01","55000.00"
"E253","GUASTALLA","RE","0.780000","55000.01","75000.00"
"E253","GUASTALLA","RE","0.800000","75000.01","999999999.99"
"E258","GUDO VISCONTI","MI","0.580000","0.00","15000.00"
"E258","GUDO VISCONTI","MI","0.600000","15000.01","28000.00"
"E258","GUDO VISCONTI","MI","0.650000","28000.01","55000.00"
"E258","GUDO VISCONTI","MI","0.710000","55000.01","75000.00"
"E258","GUDO VISCONTI","MI","0.750000","75000.01","999999999.99"
"E261","GUIDIZZOLO","MN","0.650000","0.00","15000.00"
"E261","GUIDIZZOLO","MN","0.700000","15000.01","28000.00"
"E261","GUIDIZZOLO","MN","0.720000","28000.01","55000.00"
"E261","GUIDIZZOLO","MN","0.750000","55000.01","75000.00"
"E261","GUIDIZZOLO","MN","0.760000","75000.01","999999999.99"
"E265","SIZIANO","PV","0.450000","0.00","15000.00"
"E265","SIZIANO","PV","0.500000","15000.01","28000.00"
"E265","SIZIANO","PV","0.540000","28000.01","55000.00"
"E265","SIZIANO","PV","0.560000","55000.01","75000.00"
"E265","SIZIANO","PV","0.570000","75000.01","999999999.99"
"E271","GUSSAGO","BS","0.400000","0.00","15000.00"
"E271","GUSSAGO","BS","0.450000","15000.01","28000.00"
"E271","GUSSAGO","BS","0.500000","28000.01","55000.00"
"E271","GUSSAGO","BS","0.550000","55000.01","75000.00"
"E271","GUSSAGO","BS","0.600000","75000.01","999999999.99"
"E281","IGLESIAS","CI","0.500000","0.00","15000.00"
"E281","IGLESIAS","CI","0.770000","15000.01","28000.00"
"E281","IGLESIAS","CI","0.780000","28000.01","55000.00"
"E281","IGLESIAS","CI","0.790000","55000.01","75000.00"
"E281","IGLESIAS","CI","0.800000","75000.01","999999999.99"
"E292","INARZO","VA","0.500000","0.00","15000.00"
"E292","INARZO","VA","0.550000","15000.01","28000.00"
"E292","INARZO","VA","0.650000","28000.01","55000.00"
"E292","INARZO","VA","0.750000","55000.01","75000.00"
"E292","INARZO","VA","0.800000","75000.01","999999999.99"
"E317","INZAGO","MI","0.400000","0.00","15000.00"
"E317","INZAGO","MI","0.600000","15000.01","28000.00"
"E317","INZAGO","MI","0.700000","28000.01","55000.00"
"E317","INZAGO","MI","0.750000","55000.01","75000.00"
"E317","INZAGO","MI","0.800000","75000.01","999999999.99"
"E343","ISOLA DEL GRAN SASSO D'ITALIA","TE","0.300000","0.00","15000.00"
"E343","ISOLA DEL GRAN SASSO D'ITALIA","TE","0.400000","15000.01","28000.00"
"E343","ISOLA DEL GRAN SASSO D'ITALIA","TE","0.600000","28000.01","55000.00"
"E343","ISOLA DEL GRAN SASSO D'ITALIA","TE","0.700000","55000.01","75000.00"
"E343","ISOLA DEL GRAN SASSO D'ITALIA","TE","0.800000","75000.01","999999999.99"
"E348","ISOLA DEL GIGLIO","GR","0.290000","0.00","15000.00"
"E348","ISOLA DEL GIGLIO","GR","0.300000","15000.01","28000.00"
"E348","ISOLA DEL GIGLIO","GR","0.500000","28000.01","55000.00"
"E348","ISOLA DEL GIGLIO","GR","0.790000","55000.01","75000.00"
"E348","ISOLA DEL GIGLIO","GR","0.800000","75000.01","999999999.99"
"E356","ISOLA DOVARESE","CR","0.300000","0.00","15000.00"
"E356","ISOLA DOVARESE","CR","0.400000","15000.01","28000.00"
"E356","ISOLA DOVARESE","CR","0.500000","28000.01","55000.00"
"E356","ISOLA DOVARESE","CR","0.600000","55000.01","75000.00"
"E356","ISOLA DOVARESE","CR","0.800000","75000.01","999999999.99"
"E373","ISTRANA","TV","0.550000","0.00","15000.00"
"E373","ISTRANA","TV","0.600000","15000.01","28000.00"
"E373","ISTRANA","TV","0.650000","28000.01","55000.00"
"E373","ISTRANA","TV","0.700000","55000.01","75000.00"
"E373","ISTRANA","TV","0.750000","75000.01","999999999.99"
"E377","ITTIRI","SS","0.450000","0.00","15000.00"
"E377","ITTIRI","SS","0.550000","15000.01","28000.00"
"E377","ITTIRI","SS","0.650000","28000.01","55000.00"
"E377","ITTIRI","SS","0.750000","55000.01","75000.00"
"E377","ITTIRI","SS","0.800000","75000.01","999999999.99"
"E379","IVREA","TO","0.720000","0.00","15000.00"
"E379","IVREA","TO","0.750000","15000.01","28000.00"
"E379","IVREA","TO","0.780000","28000.01","55000.00"
"E379","IVREA","TO","0.790000","55000.01","75000.00"
"E379","IVREA","TO","0.800000","75000.01","999999999.99"
"E380","IZANO","CR","0.500000","0.00","15000.00"
"E380","IZANO","CR","0.550000","15000.01","28000.00"
"E380","IZANO","CR","0.600000","28000.01","55000.00"
"E380","IZANO","CR","0.700000","55000.01","75000.00"
"E380","IZANO","CR","0.800000","75000.01","999999999.99"
"E395","LACCHIARELLA","MI","0.590000","0.00","15000.00"
"E395","LACCHIARELLA","MI","0.600000","15000.01","28000.00"
"E395","LACCHIARELLA","MI","0.650000","28000.01","55000.00"
"E395","LACCHIARELLA","MI","0.700000","55000.01","75000.00"
"E395","LACCHIARELLA","MI","0.800000","75000.01","999999999.99"
"E413","LAJATICO","PI","0.350000","0.00","15000.00"
"E413","LAJATICO","PI","0.400000","15000.01","28000.00"
"E413","LAJATICO","PI","0.500000","28000.01","55000.00"
"E413","LAJATICO","PI","0.650000","55000.01","75000.00"
"E413","LAJATICO","PI","0.750000","75000.01","999999999.99"
"E422","LALLIO","BG","0.500000","0.00","15000.00"
"E422","LALLIO","BG","0.550000","15000.01","28000.00"
"E422","LALLIO","BG","0.650000","28000.01","55000.00"
"E422","LALLIO","BG","0.750000","55000.01","75000.00"
"E422","LALLIO","BG","0.800000","75000.01","999999999.99"
"E423","LA LOGGIA","TO","0.350000","0.00","15000.00"
"E423","LA LOGGIA","TO","0.500000","15000.01","28000.00"
"E423","LA LOGGIA","TO","0.700000","28000.01","55000.00"
"E423","LA LOGGIA","TO","0.780000","55000.01","75000.00"
"E423","LA LOGGIA","TO","0.800000","75000.01","999999999.99"
"E426","LAMA MOCOGNO","MO","0.300000","0.00","15000.00"
"E426","LAMA MOCOGNO","MO","0.400000","15000.01","28000.00"
"E426","LAMA MOCOGNO","MO","0.500000","28000.01","55000.00"
"E426","LAMA MOCOGNO","MO","0.600000","55000.01","75000.00"
"E426","LAMA MOCOGNO","MO","0.700000","75000.01","999999999.99"
"E432","LAMPORECCHIO","PT","0.550000","0.00","15000.00"
"E432","LAMPORECCHIO","PT","0.650000","15000.01","28000.00"
"E432","LAMPORECCHIO","PT","0.750000","28000.01","55000.00"
"E432","LAMPORECCHIO","PT","0.780000","55000.01","75000.00"
"E432","LAMPORECCHIO","PT","0.800000","75000.01","999999999.99"
"E445","LANZO TORINESE","TO","0.550000","0.00","15000.00"
"E445","LANZO TORINESE","TO","0.650000","15000.01","28000.00"
"E445","LANZO TORINESE","TO","0.725000","28000.01","55000.00"
"E445","LANZO TORINESE","TO","0.750000","55000.01","75000.00"
"E445","LANZO TORINESE","TO","0.800000","75000.01","999999999.99"
"E451","LARCIANO","PT","0.400000","0.00","15000.00"
"E451","LARCIANO","PT","0.500000","15000.01","28000.00"
"E451","LARCIANO","PT","0.600000","28000.01","55000.00"
"E451","LARCIANO","PT","0.700000","55000.01","75000.00"
"E451","LARCIANO","PT","0.800000","75000.01","999999999.99"
"E454","LARDIRAGO","PV","0.700000","0.00","15000.00"
"E454","LARDIRAGO","PV","0.750000","15000.01","28000.00"
"E454","LARDIRAGO","PV","0.760000","28000.01","55000.00"
"E454","LARDIRAGO","PV","0.780000","55000.01","75000.00"
"E454","LARDIRAGO","PV","0.800000","75000.01","999999999.99"
"E476","LAUCO","UD","0.200000","0.00","15000.00"
"E476","LAUCO","UD","0.400000","15000.01","28000.00"
"E476","LAUCO","UD","0.600000","28000.01","55000.00"
"E476","LAUCO","UD","0.700000","55000.01","75000.00"
"E476","LAUCO","UD","0.800000","75000.01","999999999.99"
"E507","LECCO","LC","0.250000","0.00","15000.00"
"E507","LECCO","LC","0.400000","15000.01","28000.00"
"E507","LECCO","LC","0.600000","28000.01","55000.00"
"E507","LECCO","LC","0.700000","55000.01","75000.00"
"E507","LECCO","LC","0.800000","75000.01","999999999.99"
"E510","LEGGIUNO","VA","0.500000","0.00","15000.00"
"E510","LEGGIUNO","VA","0.770000","15000.01","28000.00"
"E510","LEGGIUNO","VA","0.780000","28000.01","55000.00"
"E510","LEGGIUNO","VA","0.790000","55000.01","75000.00"
"E510","LEGGIUNO","VA","0.800000","75000.01","999999999.99"
"E514","LEGNANO","MI","0.600000","0.00","15000.00"
"E514","LEGNANO","MI","0.650000","15000.01","28000.00"
"E514","LEGNANO","MI","0.700000","28000.01","55000.00"
"E514","LEGNANO","MI","0.750000","55000.01","75000.00"
"E514","LEGNANO","MI","0.800000","75000.01","999999999.99"
"E520","LEMIE","TO","0.400000","0.00","15000.00"
"E520","LEMIE","TO","0.600000","15000.01","28000.00"
"E520","LEMIE","TO","0.700000","28000.01","55000.00"
"E520","LEMIE","TO","0.750000","55000.01","75000.00"
"E520","LEMIE","TO","0.800000","75000.01","999999999.99"
"E542","LERICI","SP","0.300000","0.00","15000.00"
"E542","LERICI","SP","0.310000","15000.01","28000.00"
"E542","LERICI","SP","0.320000","28000.01","55000.00"
"E542","LERICI","SP","0.790000","55000.01","75000.00"
"E542","LERICI","SP","0.800000","75000.01","999999999.99"
"E550","LESMO","MB","0.400000","0.00","15000.00"
"E550","LESMO","MB","0.600000","15000.01","28000.00"
"E550","LESMO","MB","0.750000","28000.01","55000.00"
"E550","LESMO","MB","0.790000","55000.01","75000.00"
"E550","LESMO","MB","0.800000","75000.01","999999999.99"
"E563","LEVERANO","LE","0.550000","0.00","15000.00"
"E563","LEVERANO","LE","0.600000","15000.01","28000.00"
"E563","LEVERANO","LE","0.650000","28000.01","55000.00"
"E563","LEVERANO","LE","0.700000","55000.01","75000.00"
"E563","LEVERANO","LE","0.800000","75000.01","999999999.99"
"E590","LIMBADI","VV","0.400000","0.00","15000.00"
"E590","LIMBADI","VV","0.500000","15000.01","28000.00"
"E590","LIMBADI","VV","0.600000","28000.01","55000.00"
"L521","UTA","CA","0.580000","55000.01","75000.00"
"L521","UTA","CA","0.590000","75000.01","999999999.99"
"L528","VADO LIGURE","SV","0.600000","0.00","15000.00"
"L528","VADO LIGURE","SV","0.650000","15000.01","28000.00"
"L528","VADO LIGURE","SV","0.700000","28000.01","55000.00"
"L528","VADO LIGURE","SV","0.790000","55000.01","75000.00"
"L528","VADO LIGURE","SV","0.800000","75000.01","999999999.99"
"L529","VAGLIA","FI","0.450000","0.00","15000.00"
"L529","VAGLIA","FI","0.650000","15000.01","28000.00"
"L529","VAGLIA","FI","0.750000","28000.01","55000.00"
"L529","VAGLIA","FI","0.780000","55000.01","75000.00"
"L529","VAGLIA","FI","0.800000","75000.01","999999999.99"
"L555","VAL DELLA TORRE","TO","0.420000","0.00","15000.00"
"L555","VAL DELLA TORRE","TO","0.520000","15000.01","28000.00"
"L555","VAL DELLA TORRE","TO","0.620000","28000.01","55000.00"
"L555","VAL DELLA TORRE","TO","0.740000","55000.01","75000.00"
"L555","VAL DELLA TORRE","TO","0.800000","75000.01","999999999.99"
"L561","VALDINA","ME","0.050000","0.00","15000.00"
"L561","VALDINA","ME","0.070000","15000.01","28000.00"
"L561","VALDINA","ME","0.090000","28000.01","55000.00"
"L561","VALDINA","ME","0.100000","55000.01","75000.00"
"L561","VALDINA","ME","0.200000","75000.01","999999999.99"
"L573","VALFABBRICA","PG","0.700000","0.00","15000.00"
"L573","VALFABBRICA","PG","0.750000","15000.01","28000.00"
"L573","VALFABBRICA","PG","0.780000","28000.01","55000.00"
"L573","VALFABBRICA","PG","0.790000","55000.01","75000.00"
"L573","VALFABBRICA","PG","0.800000","75000.01","999999999.99"
"L581","VALGREGHENTINO","LC","0.450000","0.00","15000.00"
"L581","VALGREGHENTINO","LC","0.650000","15000.01","28000.00"
"L581","VALGREGHENTINO","LC","0.780000","28000.01","55000.00"
"L581","VALGREGHENTINO","LC","0.790000","55000.01","75000.00"
"L581","VALGREGHENTINO","LC","0.800000","75000.01","999999999.99"
"L604","VALLEDORIA","SS","0.150000","0.00","15000.00"
"L604","VALLEDORIA","SS","0.200000","15000.01","28000.00"
"L604","VALLEDORIA","SS","0.250000","28000.01","55000.00"
"L604","VALLEDORIA","SS","0.500000","55000.01","75000.00"
"L604","VALLEDORIA","SS","0.750000","75000.01","999999999.99"
"L626","VALLIO TERME","BS","0.390000","0.00","15000.00"
"L626","VALLIO TERME","BS","0.400000","15000.01","28000.00"
"L626","VALLIO TERME","BS","0.650000","28000.01","55000.00"
"L626","VALLIO TERME","BS","0.790000","55000.01","75000.00"
"L626","VALLIO TERME","BS","0.800000","75000.01","999999999.99"
"L634","VALMADRERA","LC","0.400000","0.00","15000.00"
"L634","VALMADRERA","LC","0.550000","15000.01","28000.00"
"L634","VALMADRERA","LC","0.700000","28000.01","55000.00"
"L634","VALMADRERA","LC","0.750000","55000.01","75000.00"
"L634","VALMADRERA","LC","0.800000","75000.01","999999999.99"
"L640","VALMOREA","CO","0.200000","0.00","15000.00"
"L640","VALMOREA","CO","0.300000","15000.01","28000.00"
"L640","VALMOREA","CO","0.400000","28000.01","55000.00"
"L640","VALMOREA","CO","0.500000","55000.01","75000.00"
"L640","VALMOREA","CO","0.600000","75000.01","999999999.99"
"L644","VALPERGA","TO","0.400000","0.00","15000.00"
