"pg_storico_","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec","esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","user_","dt_transaction_","action_"
"3843","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T06:40:00.000","$$$$SYSDATE$$$$","5874","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T06:45:00.000","U"
"3844","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T06:45:00.000","$$$$SYSDATE$$$$","5875","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T06:45:00.000","U"
"3845","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T06:45:00.000","$$$$SYSDATE$$$$","5876","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T06:50:00.000","U"
"3846","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T06:50:00.000","$$$$SYSDATE$$$$","5877","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T06:50:00.000","U"
"3847","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T06:50:00.000","$$$$SYSDATE$$$$","5878","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T06:55:00.000","U"
"3848","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T06:55:00.000","$$$$SYSDATE$$$$","5879","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T06:55:00.000","U"
"3849","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T06:55:00.000","$$$$SYSDATE$$$$","5880","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:00:00.000","U"
"3850","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:00:00.000","$$$$SYSDATE$$$$","5881","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:00:00.000","U"
"3851","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:00:00.000","$$$$SYSDATE$$$$","5882","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:05:00.000","U"
"3852","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:05:00.000","$$$$SYSDATE$$$$","5883","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:05:00.000","U"
"3855","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:10:00.000","$$$$SYSDATE$$$$","5886","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:15:00.000","U"
"3856","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:15:00.000","$$$$SYSDATE$$$$","5887","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:15:00.000","U"
"3857","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:15:00.000","$$$$SYSDATE$$$$","5888","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:20:00.000","U"
"3858","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:20:00.000","$$$$SYSDATE$$$$","5889","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:20:00.000","U"
"3859","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:20:00.000","$$$$SYSDATE$$$$","5890","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:25:00.000","U"
"3860","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:25:00.000","$$$$SYSDATE$$$$","5891","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:25:00.000","U"
"3861","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:25:00.000","$$$$SYSDATE$$$$","5892","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:30:00.000","U"
"3862","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:30:00.000","$$$$SYSDATE$$$$","5893","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:30:00.000","U"
"3863","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:30:00.000","$$$$SYSDATE$$$$","5894","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:35:00.000","U"
"3864","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:35:00.000","$$$$SYSDATE$$$$","5895","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:35:00.000","U"
"3865","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:35:00.000","$$$$SYSDATE$$$$","5896","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:40:00.000","U"
"3866","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:40:00.000","$$$$SYSDATE$$$$","5897","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:40:00.000","U"
"3867","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:40:00.000","$$$$SYSDATE$$$$","5898","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:45:00.000","U"
"3868","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:45:00.000","$$$$SYSDATE$$$$","5899","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:45:00.000","U"
"3869","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:45:00.000","$$$$SYSDATE$$$$","5900","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:50:00.000","U"
"3870","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:50:00.000","$$$$SYSDATE$$$$","5901","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:50:00.000","U"
"3871","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:50:00.000","$$$$SYSDATE$$$$","5902","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T07:55:00.000","U"
"3872","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:55:00.000","$$$$SYSDATE$$$$","5903","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T07:55:00.000","U"
"3873","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T07:55:00.000","$$$$SYSDATE$$$$","5904","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:00:00.000","U"
"3874","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:00:00.000","$$$$SYSDATE$$$$","5905","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:00:00.000","U"
"3875","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:00:00.000","$$$$SYSDATE$$$$","5906","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:05:00.000","U"
"3876","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:05:00.000","$$$$SYSDATE$$$$","5907","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:05:00.000","U"
"3877","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:05:00.000","$$$$SYSDATE$$$$","5908","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:10:00.000","U"
"3878","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:10:00.000","$$$$SYSDATE$$$$","5909","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:10:01.000","U"
"3879","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:10:01.000","$$$$SYSDATE$$$$","5910","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:15:00.000","U"
"3880","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:15:00.000","$$$$SYSDATE$$$$","5911","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:15:00.000","U"
"3881","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:15:00.000","$$$$SYSDATE$$$$","5912","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:20:00.000","U"
"3882","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:20:00.000","$$$$SYSDATE$$$$","5913","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:20:00.000","U"
"3883","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:20:00.000","$$$$SYSDATE$$$$","5914","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:25:00.000","U"
"3884","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:25:00.000","$$$$SYSDATE$$$$","5915","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:25:00.000","U"
"3885","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:25:00.000","$$$$SYSDATE$$$$","5916","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:30:00.000","U"
"3886","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:30:00.000","$$$$SYSDATE$$$$","5917","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:30:00.000","U"
"3887","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:30:00.000","$$$$SYSDATE$$$$","5918","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:35:00.000","U"
"3888","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:35:00.000","$$$$SYSDATE$$$$","5919","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:35:00.000","U"
"3889","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:35:00.000","$$$$SYSDATE$$$$","5920","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:40:00.000","U"
"3890","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:40:00.000","$$$$SYSDATE$$$$","5921","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:40:00.000","U"
"3891","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:40:00.000","$$$$SYSDATE$$$$","5922","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:45:00.000","U"
"3892","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:45:00.000","$$$$SYSDATE$$$$","5923","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:45:00.000","U"
"3893","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:45:00.000","$$$$SYSDATE$$$$","5924","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:50:00.000","U"
"3894","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:50:00.000","$$$$SYSDATE$$$$","5925","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:50:00.000","U"
"3895","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:50:00.000","$$$$SYSDATE$$$$","5926","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T08:55:00.000","U"
"3896","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:55:00.000","$$$$SYSDATE$$$$","5927","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T08:55:02.000","U"
"3897","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T08:55:02.000","$$$$SYSDATE$$$$","5928","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:00:00.000","U"
"3898","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:00:00.000","$$$$SYSDATE$$$$","5929","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:00:00.000","U"
"3899","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:00:00.000","$$$$SYSDATE$$$$","5930","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:05:00.000","U"
"3900","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:05:00.000","$$$$SYSDATE$$$$","5931","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:05:00.000","U"
"3901","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:05:00.000","$$$$SYSDATE$$$$","5932","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:10:00.000","U"
"3902","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:10:00.000","$$$$SYSDATE$$$$","5933","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:10:00.000","U"
"3903","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:10:00.000","$$$$SYSDATE$$$$","5934","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:15:00.000","U"
"3904","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:15:00.000","$$$$SYSDATE$$$$","5935","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:15:00.000","U"
"3905","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:15:00.000","$$$$SYSDATE$$$$","5936","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:20:00.000","U"
"3906","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:20:00.000","$$$$SYSDATE$$$$","5937","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:20:00.000","U"
"3907","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:20:00.000","$$$$SYSDATE$$$$","5938","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:25:00.000","U"
"3908","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:25:00.000","$$$$SYSDATE$$$$","5939","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:25:00.000","U"
"3909","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:25:00.000","$$$$SYSDATE$$$$","5940","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:30:00.000","U"
"3910","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:30:00.000","$$$$SYSDATE$$$$","5941","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:30:00.000","U"
"3911","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:30:00.000","$$$$SYSDATE$$$$","5942","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:35:00.000","U"
"3912","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:35:00.000","$$$$SYSDATE$$$$","5943","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:35:00.000","U"
"3913","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:35:00.000","$$$$SYSDATE$$$$","5944","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:40:00.000","U"
"3914","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:40:00.000","$$$$SYSDATE$$$$","5945","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:40:00.000","U"
"3915","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:40:00.000","$$$$SYSDATE$$$$","5946","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:45:00.000","U"
"3916","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:45:00.000","$$$$SYSDATE$$$$","5947","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:45:07.000","U"
"3919","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:50:00.000","$$$$SYSDATE$$$$","5950","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T09:55:00.000","U"
"3920","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:55:00.000","$$$$SYSDATE$$$$","5951","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T09:55:01.000","U"
"3921","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T09:55:01.000","$$$$SYSDATE$$$$","5952","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T10:00:00.000","U"
"3922","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T10:00:00.000","$$$$SYSDATE$$$$","5953","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T10:00:00.000","U"
"3923","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T10:00:00.000","$$$$SYSDATE$$$$","5954","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T10:05:00.000","U"
"3924","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T10:05:00.000","$$$$SYSDATE$$$$","5955","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T10:05:00.000","U"
"3925","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T10:05:00.000","$$$$SYSDATE$$$$","5956","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-23T10:10:00.000","U"
"3926","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-23T10:10:00.000","$$$$SYSDATE$$$$","5957","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-23T10:10:10.000","U"
