"cd_bene_servizio","ds_bene_servizio","unita_misura","fl_gestione_inventario","fl_gestione_magazzino","cd_voce_iva","cd_categoria_gruppo","dacr","utcr","duva","utuv","pg_ver_rec","ti_bene_servizio","fl_obb_intrastat_acq","fl_obb_intrastat_ven","fl_valido","fl_autofattura","fl_bollo","fl_scadenza","tipo_servizio","tipo_manutenzione","note","tipo_gestione","sconti_applic_invent","cd_gruppo_merceologico","cd_tipo_articolo"
"256558","MAGNESIO ACETATO B MOL.  GR  250142-72-3","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"256650","MGNESIO ACETATO TETRAID.C/GR  25016674-78-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"256800","MAGNESIO CLORURO ESAIDR.C/GR  5007791-18-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"256802","MAGNESIO CLORURO ESAIDR. GR 2507791-18-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"256810","MAGNESIO FOSFATO         GR  50013092-66-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"256900","MAGNESIO NITRATO        C/GR50013446-18-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"256954","MAGNESIO OSSIDO         C/GR  1001309-48-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2003-05-06T09:28:53.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"257052","MAGNESIO SOLFATO EPTAIDRC/GR  50010034-99-8","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"257060","MAGNESIO SOLF.EPTA B.M.  GR 100010034-99-8","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"257300","MALONICO ACIDO141-82-2","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:04.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"255400","LATTOSIO10039-26-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"255600","LEUCINA                 C/GR   2561-90-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"255652","ISO-LEUCINA             C/GR   2573-32-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"255700","LEVULINICO ACIDO        C/GR  100123-76-2","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"255750","LINOLEICO ACIDO463-40-1","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279806","SALE MARINO BATT ADD.    GR 250007647-14-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279952","SALICILICO ACIDO        C/GR  10069-72-7","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"277550","QUARZO GRANULI          C/GR  10014808-60-7","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"277600","RAFFINOSIO PENTAIDRATO  C/GR   2517629-30-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"277750","RAME (ICO) ACETATO6046-93-1","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"277850","RAME (ICO) CARBON. BAS. C/GR  25012069-69-1","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278300","RAME (ICO) OSSIDO POLVERE1317-38-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278350","RAME (OSO) OSSIDO1317-39-1","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278424","RAME SOLFATO ANIDRO      GR  2507758-98-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278426","RAME SOLFATO ICO ANIDRO  GR  2507758-98-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278700","RETINOLO ACETATO        C/GR    5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278710","RHODAMINA 1 2 3          GR   10062669-70-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278750","RIBOFLAVINA             C/GR   1083-88-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278800","RIFAMPICINA F.U.         GR   2513292-46-1","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276200","POTASSIO PERSOLFATO7727-21-1","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276500","POTASSIO BI-SOLFATO7646-93-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276600","POTASSIO SOLFOCIAN.N/10 C/ML 1000333-20-0","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276702","POTASSIO TELLURITO      C/GR   257790-58-1","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276710","PROBENECID               GR   557-66-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276802","L-PROLINA               C/GR    5147-85-3","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276850","NORM-PROPILAMINA        C/GR  100107-10-8","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276954","PROPILENE OSSIDO        C/ML 100075-56-9","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251556","HEPES                    GR  1007635-45-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251650","IDRAZINA SOLFATO10034-93-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251750","IDROCHINONE             C/GR  250123-31-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251754","IDROCHINONE             C/GR  500123-31-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"252300","IDROSSIBENZOICA ALDEIDE C/GR  100","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"252600","8-IDROSSICHINOLINA148-24-3","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"252700","IDROSSILAMINA 99%        GR  1007803-49-8","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"253100","IDROSSILAMINA SOLFATO   C/GR  25010039-54-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"253600","L-IDROSSIPROLINA        C/GR   1051-35-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"253850","INDOLO                  C/GR   10120-72-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251104","GLICINA                 C/GR  25056-40-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251110","GLICINA BIOL. MOL.       GR  25056-40-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251112","N-ACETIL-D-GLUCOSAMINA   GR   107512-17-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251202","GLUCOSAMINA CLORIDRATO  C/GR   2566-84-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251300","D-GLUCOSIO              C/GR 100050-99-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251340","GLUTAMICO ACIDO         C/GR  10056-86-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251350","L-GLUTAMINA PURISS.      GR  100","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251362","L-GLUTAMINA 99%          GR   2556-85-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251364","L-GLUTAMINE SOL. 200MM   ML 10056-85-9","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251400","GLUTARICO ACIDO110-94-1","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"213554","BENZOILE CLORUROC/ML  25098-88-4","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:57.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"31404","CAVALLETTI PER FOTOGRAFIA.","N","N","Y","22","3.1404","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:21:43.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31405","PROIETTORI (INV.)","N","N","Y","22","3.1405","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:22:19.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31441","ATTREZZATURE PER DISEGNO","N","N","Y","22","3.1441","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:22:59.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31442","COMPASSI","N","N","Y","22","3.1442","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:23:14.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31443","TECNIGRAFI (INV.)","N","N","Y","22","3.1443","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:23:34.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31444","TAVOLI PER DISEGNO (INV)","N","N","Y","22","3.1444","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:24:01.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31445","CAVALLETTI PER DISEGNO.","N","N","Y","22","3.1445","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:24:17.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31481","ATTREZZATURE PER IDRAULICA (INV.)","N","N","Y","22","3.1481","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:24:48.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31482","TAGLIATUBI","N","N","Y","22","3.1482","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:25:11.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31202","PROIETTORI","N","N","Y","22","3.1202","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-03T10:51:47.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31203","SCHERMI (INV.)","N","N","Y","22","3.1203","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:04:59.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31204","CINEPRESE","N","N","Y","22","3.1204","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:06:00.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"3121","AGGRAFFATRICI","N","N","Y","22","3.121","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:08:11.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31241","APRISCATOLE ELETTRICI","N","N","Y","22","3.1241","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:08:27.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31280","ARMADI DA LABORATORIO","N","N","Y","22","3.1280","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:08:45.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"31281","ARMADI DA LABORATORIO IN METALLO (INV.)","N","N","Y","22","3.1281","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:09:17.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31282","ARMADI DA LABORATORIO IN LEGNO (INV)","N","N","Y","22","3.1282","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:09:36.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31283","ARMADI DA LABORATORIO IN MATERIALI VARI (INV.)","N","N","Y","22","3.1283","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:10:00.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31285","ARMADI PORTAUTENSILI (INV.)","N","N","Y","22","3.1285","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:11:01.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31322","CAMERE TERMOSTATICHE (INV.)","N","N","Y","22","3.1322","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:12:21.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"31360","ASPIRATORI","N","N","Y","22","3.1360","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T09:12:43.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"19001","VENTILATORI (INV.)","N","N","Y","22","1.0","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-10T14:28:02.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","Y","NULL","NULL"
"AA01020","TRADUZIONE SIMULTANEA","N","N","Y","22","0.0","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-21T15:48:45.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"280054","SALICILICO SODICO       C/GR  25054-21-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"280060","SAPONINA                 GR   1008047-15-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"280102","SCHIFF PER ALDEIDI ML 500","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"280200","SELENIO7782-49-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"280350","SEPHADEX CM C-25        C/GR  10062886-59-3","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"280400","SEPHADEX CM C-50        C/GR  1009047-08-9","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"280450","SEPHADEX DEAE A-25      C/GR  10012609-80-2","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"280750","SEPHADEX G-25 COARSE    C/GR  1009041-35-4","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"280850","SEPHADEX G-50            GR  5009048-71-9","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"281000","SEPHADEX G-100          C/GR  1009050-94-6","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"281050","SEPHADEX G-150          C/GR  10012774-36-6","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"278900","RODAMINA B              C/GR   1081-88-9","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279200","ROSSO BROMOFENOLO       C/GR    12800-80-8","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279310","ROSSO CONGO              GR   100573-58-0","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279350","ROSSO ORTOCRESOLO1733-12-6","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279400","ROSSO FENOLO O,5%        ML   100143-74-8","ML","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279402","ROSSO FENOLO POLVERE     GR   100143-74-8","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279450","ROSSO METILE493-52-7","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279500","ROSS NEUTRO553-24-2","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279600","SABOURAUD                GR   500","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"279602","SACCAROSIO 99%           GR   10057-50-1","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:07.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251442","GRASSO SILICONE DA VUOTO GR  100","GR","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249950","GEL DI SILICE CROMAT.   C/GR  5007699-41-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"250050","GELSIL.MERCK 60,70-230M.C/GR 10007699-41-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"250106","GEL SILICE 60,230-400 M.C/GR 10007699-41-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
